,AnneeNaissance,NomCheval,NumSire,Race,Sexe,Suffixe,link
141,2004,ZAMBEZI SUN              ,L1Z1bVhvZ3VMNlQ5eDdOYVJVRXU2dz09,PS   ,M,GB ,/fr/cheval/L1Z1bVhvZ3VMNlQ5eDdOYVJVRXU2dz09
142,2008,TREASURE BEACH           ,TjA5WmVBelpYQnRiSXhBS0Fyck1GUT09,PS   ,M,GB ,/fr/cheval/TjA5WmVBelpYQnRiSXhBS0Fyck1GUT09
143,2013,TALISMANIC               ,Z2I5elZrWUt2dW1KQ0lvb2lvVFhTdz09,PS   ,M,GB ,/fr/cheval/Z2I5elZrWUt2dW1KQ0lvb2lvVFhTdz09
144,2014,ENABLE                   ,cHRPK0JXeWl3U2d5a3Y0T0xiSHBQQT09,PS   ,F,GB ,/fr/cheval/cHRPK0JXeWl3U2d5a3Y0T0xiSHBQQT09
145,2012,ERUPT                    ,ajVkellKNDFIQnFMQVVmVzVnSmt6dz09,PS   ,M,IRE,/fr/cheval/ajVkellKNDFIQnFMQVVmVzVnSmt6dz09
146,2009,GOING SOMEWHERE          ,ZWd4UmkyYTlrK25ZTGRQcFhBWUZ2QT09,PS   ,M,BRZ,/fr/cheval/ZWd4UmkyYTlrK25ZTGRQcFhBWUZ2QT09
147,2009,SAONOIS                  ,YXJKMFBUYzhRSkE5UnhrLzlFNjVnQT09,PS   ,M,FR ,/fr/cheval/YXJKMFBUYzhRSkE5UnhrLzlFNjVnQT09
148,2003,MEISHO SAMSON            ,czMzdVMvOTdNaTU4V1cvaHFUeU5kZz09,PS   ,M,JPN,/fr/cheval/czMzdVMvOTdNaTU4V1cvaHFUeU5kZz09
149,2010,FRINE                    ,U3ErcmtqUjhsRDdPS0FheXdpNlBVQT09,PS   ,F,IRE,/fr/cheval/U3ErcmtqUjhsRDdPS0FheXdpNlBVQT09
150,2012,FOUND                    ,RjBiUHlWMCs1OFJJb3NOd09HdytWdz09,PS   ,F,IRE,/fr/cheval/RjBiUHlWMCs1OFJJb3NOd09HdytWdz09
151,2013,ZARAK                    ,bU9FemMxZEZsMUdNdmF1SkFhM3BZZz09,PS   ,M,FR ,/fr/cheval/bU9FemMxZEZsMUdNdmF1SkFhM3BZZz09
152,2012,SHAHAH                   ,ZkZBbmwrWCt6TklKTHgzOCs5bnd5Zz09,PS   ,F,GB ,/fr/cheval/ZkZBbmwrWCt6TklKTHgzOCs5bnd5Zz09
153,1976,MASKED MARVEL            ,Q3hSVGdaSUFEVTlyYTRpbldWZDFOdz09,PS   ,M,IRE,/fr/cheval/Q3hSVGdaSUFEVTlyYTRpbldWZDFOdz09
154,2013,LEFT HAND                ,czU4dVB6aEQxV01OeGNYMFpuaW11Zz09,PS   ,F,GB ,/fr/cheval/czU4dVB6aEQxV01OeGNYMFpuaW11Zz09
155,2012,GOLDEN HORN              ,NFlvT3NGR25sSEhJYW9JZGFGcWd0Zz09,PS   ,H,FR ,/fr/cheval/NFlvT3NGR25sSEhJYW9JZGFGcWd0Zz09
156,1995,ROBIN HOOD               ,ZE8wV2g4Sks0MUpGYmZwVFV4WXpuQT09,PS   ,H,SWI,/fr/cheval/ZE8wV2g4Sks0MUpGYmZwVFV4WXpuQT09
157,2007,PLANTEUR                 ,eEhRbUt5dzMvaHNCVGVUM01xL1JMQT09,PS   ,M,IRE,/fr/cheval/eEhRbUt5dzMvaHNCVGVUM01xL1JMQT09
158,2010,KIZUNA                   ,UVFkMzhzblJXZ2pma04rVDRYTGV6dz09,PS   ,M,JPN,/fr/cheval/UVFkMzhzblJXZ2pma04rVDRYTGV6dz09
159,2005,CONDUIT                  ,SXRnUEJUcVJTcjZpSkY2ZHJCZzZsQT09,PS   ,M,IRE,/fr/cheval/SXRnUEJUcVJTcjZpSkY2ZHJCZzZsQT09
160,1985,FAME AND GLORY           ,OXdkSFpUemRadW1FUU82ZVRQM01SQT09,PS   ,M,GB ,/fr/cheval/OXdkSFpUemRadW1FUU82ZVRQM01SQT09
161,2007,LOPE DE VEGA             ,eTRZem96TFdpWjd0SXNHWU92R1h5Zz09,PS   ,M,IRE,/fr/cheval/eTRZem96TFdpWjd0SXNHWU92R1h5Zz09
162,2013,HARZAND                  ,ZlVKV1p1aVFreVFka3pCOWVHc3Jsdz09,PS   ,M,IRE,/fr/cheval/ZlVKV1p1aVFreVFka3pCOWVHc3Jsdz09
163,2006,SEA THE STARS            ,c3NOZGpYL21vTnJBVXo4NXJaZWdRdz09,PS   ,M,IRE,/fr/cheval/c3NOZGpYL21vTnJBVXo4NXJaZWdRdz09
164,2012,NEW BAY                  ,bDVMa1gxTS9QbEY5ZncyMWpCVnU4Zz09,PS   ,M,GB ,/fr/cheval/bDVMa1gxTS9QbEY5ZncyMWpCVnU4Zz09
165,2014,WINTER                   ,d2huMXJ6SFNpbkR6aXNzUUlnZ2tlUT09,PS   ,F,IRE,/fr/cheval/d2huMXJ6SFNpbkR6aXNzUUlnZ2tlUT09
166,2007,MIKHAIL GLINKA           ,VzlEbGlTN0hBd3ZiMTdDMnJwS05TZz09,PS   ,M,IRE,/fr/cheval/VzlEbGlTN0hBd3ZiMTdDMnJwS05TZz09
167,2005,VISION D'ETAT            ,RkdjY3JKQldKa3lmQjkxaTkxNGYxUT09,PS   ,M,FR ,/fr/cheval/RkdjY3JKQldKa3lmQjkxaTkxNGYxUT09
168,2007,SILVER POND              ,QzNZVWIrMnp1SmI5ZTFkMGd3NmlOdz09,PS   ,M,FR ,/fr/cheval/QzNZVWIrMnp1SmI5ZTFkMGd3NmlOdz09
169,2006,WIENER WALZER            ,cWNmWU43djZIbDhsSVhzQ3BrWlJ1UT09,PS   ,M,GER,/fr/cheval/cWNmWU43djZIbDhsSVhzQ3BrWlJ1UT09
170,2009,KESAMPOUR                ,Y1NPME5DajJaSnVhQjgwczVJZlNRQT09,PS   ,M,FR ,/fr/cheval/Y1NPME5DajJaSnVhQjgwczVJZlNRQT09
171,2015,SEA OF CLASS             ,MnlGN1A4ZHhhYWlLM3ZsVTBZaUhNdz09,PS   ,F,IRE,/fr/cheval/MnlGN1A4ZHhhYWlLM3ZsVTBZaUhNdz09
172,2008,AL KAZEEM                ,Wjl1NWVXZGlWdlI4dUJwSndENFY2QT09,PS   ,M,GB ,/fr/cheval/Wjl1NWVXZGlWdlI4dUJwSndENFY2QT09
173,2009,GOLD SHIP                ,MlZBWmg3bVdCRmdqQzIxQ0lELzdIUT09,PS   ,M,JPN,/fr/cheval/MlZBWmg3bVdCRmdqQzIxQ0lELzdIUT09
